序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
22,002579,中京电子,2026-06-09,3家机构卖出，成功率33.22%,16.74,-0.4756,47733286.74,326755028.95,279021742.21,605776771.16,2431420591.0,1.963185099143,24.914520071201,25.0073,9766315105.56,日换手率达到20%的前5只证券,,,,
23,002613,北玻股份,2026-06-09,主力做T，成功率44.03%,5.19,-4.9451,-231233931.28,178456705.1,409690636.38,588147341.48,1486428503.0,-15.556344002642,39.567819124362,36.4022,4015357244.04,日换手率达到20%的前5只证券,,,,
24,002837,英维克,2026-06-09,3家机构买入，成功率44.76%,69.72,10.0032,800980533.72,1172869185.9,371888652.18,1544757838.08,4600037503.0,17.412478337353,33.58141834871,5.9996,78815541939.12,日涨幅偏离值达到7%的前5只证券,,,,
25,002951,金时科技,2026-06-09,1家机构卖出，成功率36.36%,18.08,-9.9602,-23985928.89,96703882.2,120689811.09,217393693.29,1100180301.0,-2.180181636428,19.75982419358,9.2254,7252329604.0,连续三个交易日内，跌幅偏离值累计达到20%的证券,,,,
26,002951,金时科技,2026-06-09,1家机构卖出，成功率37.21%,18.08,-9.9602,-23228636.09,66083196.2,89311832.29,155395028.49,684709004.0,-3.392482931333,22.695046739885,9.2254,7252329604.0,日跌幅偏离值达到7%的前5只证券,,,,
27,111001,山玻转债,2026-06-09,,194.896,20.0002,5247460.0,511295030.0,506047570.0,1017342600.0,3322380630.0,0.157942770091,30.620892465292,,,"非上市首日,当日收盘价涨幅达15%的前五只可转债",,,,
28,118016,京源转债,2026-06-09,,224.996,18.4682,2575990.0,499162330.0,496586340.0,995748670.0,2400516460.0,0.107309824487,41.480601636866,,,"非上市首日,当日收盘价涨幅达15%的前五只可转债",,,,
29,118018,瑞科转债,2026-06-09,,172.296,15.7989,1484280.0,827104890.0,825620610.0,1652725500.0,3765372240.0,0.039419210251,43.892752021776,,,"非上市首日,当日收盘价涨幅达15%的前五只可转债",,,,
30,127079,华亚转债,2026-06-09,,260.5,16.2946,7304738.06,456462886.96,449158148.9,905621035.86,1799266489.0,0.405984222163,50.332790689795,,,日涨幅达到15%的前5只可转债,,,,
31,127096,泰坦转债,2026-06-09,,678.369,18.6549,15175011.48,1283872165.66,1268697154.18,2552569319.84,5739632825.0,0.264389934734,44.472693596737,,,日涨幅达到15%的前5只可转债,,,,
32,200037,深南电B,2026-06-09,买一主买，成功率54.44%,2.8,8.5271,906912.42,2662926.78,1756014.36,4418941.14,6000233.0,15.114620048921,73.646159074156,0.9582,4598956277.3,日涨幅偏离值达到7%的前5只证券,,,,
33,300221,银禧科技,2026-06-09,3家机构买入，成功率46.09%,16.93,19.9858,190952307.48,300387731.46,109435423.98,409823155.44,1739123122.0,10.979803848528,23.564930524798,23.5735,7739787857.47,日涨幅达到15%的前5只证券,,,,
34,300260,新莱应材,2026-06-09,3家机构买入，成功率42.90%,73.9,20.0065,266656240.17,694745354.7,428089114.53,1122834469.23,2826449742.0,9.434317412675,39.725966202232,14.1913,21256370235.5,日涨幅达到15%的前5只证券,,,,
35,300593,新雷能,2026-06-09,2家机构买入，成功率33.39%,37.64,19.9872,65477288.91,483732400.28,418255111.37,901987511.65,1883441937.0,3.476469734676,47.890380580923,11.5899,16947918177.64,日涨幅达到15%的前5只证券,,,,
36,300831,ST派瑞,2026-06-09,5家机构卖出，成功率43.00%,17.83,-14.7706,-9734253.55,91149080.95,100883334.5,192032415.45,1002765208.0,-0.970741054071,19.150287018135,31.4352,3289353999.2,日换手率达到30%的前5只证券,,,,
37,301013,利和兴,2026-06-09,4家机构买入，成功率44.31%,60.97,19.9961,89334898.5,496507063.67,407172165.17,903679228.84,2883998215.0,3.097605887388,31.334250629555,27.5851,11538062668.86,日涨幅达到15%的前5只证券,,,,
38,301139,*ST元道,2026-06-09,2家机构卖出，成功率14.70%,5.91,-2.4752,-8854293.83,13496584.0,22350877.83,35847461.83,164783190.0,-5.373299199997,21.754319618403,35.6057,450147844.68,日换手率达到30%的前5只证券,,,,
39,301313,凡拓数创,2026-06-09,4家机构买入，成功率29.75%,64.63,9.5424,-70258185.65,204521393.79,274779579.44,479300973.23,2326263317.0,-3.020216376047,20.60390024325,48.0657,5076913674.45,日换手率达到30%的前5只证券,,,,
40,301418,协昌科技,2026-06-09,2家机构买入，成功率31.74%,48.71,6.867,-2698001.8,45656442.4,48354444.2,94010886.6,464631415.0,-0.580675716901,20.233433118163,33.6065,1433843829.14,日换手率达到30%的前5只证券,,,,
41,301563,云汉芯城,2026-06-09,1家机构买入，成功率20.00%,204.77,6.5401,-94639870.23,208378126.17,303017996.4,511396122.57,1363461911.0,-6.941145144318,37.507180687939,35.2302,3918416265.15,日换手率达到30%的前5只证券,,,,
42,301630,同宇新材,2026-06-09,2家机构买入，成功率47.16%,276.67,19.9991,66312307.04,167423262.04,101110955.0,268534217.04,635202442.0,10.439554802593,42.27537542118,23.8404,2766700000.0,日涨幅达到15%的前5只证券,,,,
43,301669,高特电子,2026-06-09,西藏自治区资金买入，成功率21.82%,51.3,624.5763,146951460.14,213441712.29,66490252.15,279931964.44,3451541403.0,4.257560405107,8.110346414987,78.3503,4200831058.5,无价格涨跌幅限制的证券,,,,
44,600162,香江控股,2026-06-09,普通席位卖出，成功率43.09%,3.66,-1.0811,-9811172.59000001,135325015.85,145136188.44,280461204.29,1538320579.0,-0.637784654508,18.231648729052,13.4903,11962483526.52,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,
45,600186,莲花控股,2026-06-09,买一主买，成功率48.15%,11.54,10.0095,350799899.99,1800856723.94,1450056823.95,3250913547.89,11253790978.0,3.11717092201,28.887275001332,22.9545,20646655878.14,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
46,600186,莲花控股,2026-06-09,普通席位买入，成功率47.73%,11.54,10.0095,208337509.51,691724344.22,483386834.71,1175111178.93,4552354973.0,4.57647768563,25.813258981331,22.9545,20646655878.14,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,
47,600193,退市创兴,2026-06-09,普通席位卖出，成功率28.89%,0.17,-10.5263,-1007921.74,841811.0,1849732.74,2691543.74,5984507.0,-16.842184995356,44.975195784715,8.1473,72313410.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,
48,600193,退市创兴,2026-06-09,普通席位卖出，成功率28.89%,0.17,-10.5263,-1007921.74,841811.0,1849732.74,2691543.74,5984507.0,-16.842184995356,44.975195784715,8.1473,72313410.0,退市整理的证券,,,,
49,600226,亨通股份,2026-06-09,普通席位买入，成功率41.53%,7.43,10.0741,-11801167.39,258078582.51,269879749.9,527958332.41,1574416206.0,-0.749558302628,33.533593620161,7.4062,22099652494.32,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
50,600255,鑫科材料,2026-06-09,卖一主卖，成功率46.45%,4.46,-3.2538,486802.530000001,196081781.76,195594979.23,391676760.99,1769539092.0,0.027510131435,22.134394360698,21.6866,8055415419.3,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,
51,600279,重庆港,2026-06-09,卖一主卖，成功率47.61%,5.01,-10.0539,-28944926.03,10196061.0,39140987.03,49337048.03,143540807.0,-20.164945867972,34.37144395461,2.3667,5946200077.83,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,
52,600421,退市华嵘,2026-06-09,普通席位卖出，成功率52.75%,0.3,-9.0909,-1461993.7,1134346.0,2596339.7,3730685.7,4777248.0,-30.603261543047,78.092778520186,7.8997,58680000.0,退市整理的证券,,,,
53,600599,退市熊猫,2026-06-09,普通席位卖出，成功率36.79%,0.43,-8.5106,133506.27,1150011.0,1016504.73,2166515.73,2786606.0,4.790999158116,77.747472373202,3.6738,71380000.0,退市整理的证券,,,,
54,600608,退市沪科,2026-06-09,普通席位卖出，成功率34.50%,0.18,-10.0,-829224.79,1766371.02,2595595.81,4361966.83,8043223.0,-10.309608349787,54.231578932973,13.7209,57306859.38,退市整理的证券,,,,
55,600608,退市沪科,2026-06-09,普通席位卖出，成功率34.50%,0.18,-10.0,-829224.79,1766371.02,2595595.81,4361966.83,8043223.0,-10.309608349787,54.231578932973,13.7209,57306859.38,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,
56,600611,大众交通,2026-06-09,买一主买，成功率47.71%,4.48,10.0737,44746123.34,81345263.34,36599140.0,117944403.34,367334514.0,12.181301139593,32.108173570644,5.408,7147001674.22,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
57,600636,退市国化,2026-06-09,普通席位卖出，成功率23.27%,1.71,-10.0,1545867.15,10372899.45,8827032.3,19199931.75,39591768.0,3.904516590418,48.494757167702,5.1236,750068931.42,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,
58,600636,退市国化,2026-06-09,普通席位卖出，成功率23.27%,1.71,-10.0,1545867.15,10372899.45,8827032.3,19199931.75,39591768.0,3.904516590418,48.494757167702,5.1236,750068931.42,退市整理的证券,,,,
59,600696,退市岩石,2026-06-09,卖一主卖，成功率56.08%,0.65,-9.7222,-155143.93,810725.55,965869.48,1776595.03,2203857.0,-7.039655022989,80.612990316522,0.9742,217405130.15,退市整理的证券,,,,
60,603011,合锻智能,2026-06-09,卖一主卖，成功率44.80%,29.0,-2.2582,-181985517.54,306718926.54,488704444.08,795423370.62,2748359280.0,-6.621605801844,28.941753591255,18.2086,14338018673.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,
61,603020,爱普股份,2026-06-09,上海资金买入，成功率47.61%,11.64,10.0189,32882933.25,106594823.25,73711890.0,180306713.25,462296882.0,7.112947227275,39.002364123667,5.1382,4372423689.36,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
62,603039,泛微网络,2026-06-09,普通席位买入，成功率48.53%,45.27,10.0122,61789902.1,434809288.4,373019386.3,807828674.7,2976800184.0,2.075715475702,27.137484035442,8.6474,13926824139.42,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
63,603065,宿迁联盛,2026-06-09,普通席位买入，成功率79.34%,10.4,10.0529,23545600.0,45320080.0,21774480.0,67094560.0,56860960.0,41.409079269854,117.997585689725,1.305,4357262748.8,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
64,603186,华正新材,2026-06-09,1家机构买入，成功率47.17%,149.63,9.9978,123572943.27,1082481293.24,958908349.97,2041389643.21,6078530460.0,2.032941088034,33.583604732154,12.4766,23460565208.34,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
65,603319,美湖股份,2026-06-09,卖一主卖，成功率38.91%,37.3,-9.9903,-13267102.92,257477838.18,270744941.1,528222779.28,1284319549.0,-1.033006383056,41.128610063694,9.814,12650282989.4,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,
66,603330,天洋新材,2026-06-09,普通席位买入，成功率48.78%,8.53,10.0645,60239346.26,127883698.89,67644352.63,195528051.52,713607400.0,8.441524886093,27.399947298753,21.9936,3469263851.9,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,
67,603330,天洋新材,2026-06-09,普通席位买入，成功率48.78%,8.53,10.0645,60239346.26,127883698.89,67644352.63,195528051.52,713607400.0,8.441524886093,27.399947298753,21.9936,3469263851.9,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,
68,603330,天洋新材,2026-06-09,普通席位买入，成功率48.78%,8.53,10.0645,60239346.26,127883698.89,67644352.63,195528051.52,713607400.0,8.441524886093,27.399947298753,21.9936,3469263851.9,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
69,603335,迪生力,2026-06-09,上海资金买入，成功率46.80%,7.68,10.0287,14379000.57,44149587.75,29770587.18,73920174.93,221192950.0,6.500659523733,33.418865714301,6.9346,3288150528.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
70,603578,三星新材,2026-06-09,普通席位卖出，成功率39.63%,13.87,-4.1465,-55798213.47,34589617.0,90387830.47,124977447.47,223400065.0,-24.976811654016,55.943335320874,8.4399,2501552033.84,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,
71,603616,韩建河山,2026-06-09,普通席位买入，成功率67.56%,7.29,9.9548,14878588.05,31355479.05,16476891.0,47832370.05,128720655.0,11.558819406256,37.159824932525,2.4768,2801495970.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
72,603678,火炬电子,2026-06-09,1家机构买入，成功率45.22%,59.62,5.187,-203847402.86,516186729.26,720034132.12,1236220861.38,4534672591.0,-4.495305863197,27.261524102832,16.8588,28353282540.22,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,
73,603773,沃格光电,2026-06-09,买一主买，成功率46.11%,150.15,10.0,46889683.9199998,2158010766.95,2111121083.03,4269131849.98,14633938111.0,0.320417399365,29.172816077246,14.9167,33732493744.95,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
74,603859,能科科技,2026-06-09,1家机构买入，成功率45.99%,52.95,6.368,58842785.51,324872890.99,266030105.48,590902996.47,2720804291.0,2.162698203051,21.717952975325,21.4901,12956743267.95,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,
75,603890,春秋电子,2026-06-09,西藏自治区资金卖出，成功率36.86%,25.43,-9.5661,16892326.14,186312441.0,169420114.86,355732555.86,2670847412.0,0.632470655722,13.319089449353,23.1273,11362901089.94,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,
76,605081,退市太和,2026-06-09,买一主买，成功率28.72%,0.44,10.0,-54434.3599999999,2267365.0,2321799.36,4589164.36,6024809.0,-0.903503496957,76.171117789792,12.2002,49828711.68,退市整理的证券,,,,
77,688126,沪硅产业,2026-06-09,买一主买，成功率41.77%,31.73,20.0076,257984775.35,858203568.87,600218793.52,1458422362.39,6515605000.0,3.959490720355,22.383529424973,7.9758,86675529186.61,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,,,,
78,688207,格灵深瞳,2026-06-09,普通席位买入，成功率50.35%,20.93,20.0115,63921326.88,209917308.65,145995981.77,355913290.42,1285354500.0,4.973050382599,27.689893365605,18.5835,5420307966.71,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,,,,
79,688207,格灵深瞳,2026-06-09,普通席位买入，成功率49.35%,20.93,20.0115,3221670.01000001,129257837.48,126036167.47,255294004.95,934822200.0,0.344629172264,27.309364812902,18.5835,5420307966.71,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,,,,
80,688325,赛微微电,2026-06-09,买一主买，成功率47.50%,150.79,6.7162,189941450.64,564380394.01,374438943.37,938819337.38,1856231100.0,10.232640248297,50.576640881623,5.0146,12543530537.33,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,,,,
81,688549,中巨芯,2026-06-09,2家机构买入，成功率47.20%,22.66,18.0823,-124733680.07,452868830.41,577602510.48,1030471340.89,4002281300.0,-3.116564547075,25.747099307837,32.1517,13353968540.0,有价格涨跌幅限制的日换手率达到30%的前五只证券,,,,
82,688596,正帆科技,2026-06-09,2家机构买入，成功率46.33%,45.53,20.0053,85992295.51,339995981.74,254003686.23,593999667.97,1235239300.0,6.961589993939,48.087821361416,9.7383,13391826272.07,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,,,,
83,688711,宏微科技,2026-06-09,1家机构买入，成功率44.80%,35.69,20.0067,85949008.36,202191188.71,116242180.35,318433369.06,885437500.0,9.706953721748,35.963393131644,12.2914,7605283031.32,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,,,,
84,688783,西安奕材,2026-06-09,普通席位买入，成功率46.45%,41.33,20.0058,91223916.89,298646862.38,207422945.49,506069807.87,1379559400.0,6.612539981243,36.683437325714,19.3673,7653388141.5,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,,,,
85,920036,觅睿科技,2026-06-09,1家机构买入，成功率28.26%,48.99,0.0817,-1656977.27,28912378.57,30569355.84,59481734.41,178725500.0,-0.927107362967,33.28105637416,28.5166,639871960.23,当日换手率达到20%的前5只股票,,,,
86,920161,龙辰科技,2026-06-09,1家机构卖出，成功率22.95%,51.01,-7.4229,-72511766.74,55876760.19,128388526.93,184265287.12,952817600.0,-7.610246361948,19.338988608103,46.8269,1882209828.4,当日换手率达到20%的前5只股票,,,,
87,920206,彩客科技,2026-06-09,1家机构买入，成功率42.27%,92.0,12.3733,-7110353.22000001,63420366.12,70530719.34,133951085.46,758161000.0,-0.937842123243,17.667894478877,56.8611,1311536544.0,当日换手率达到20%的前5只股票,,,,
88,920211,新睿电子,2026-06-09,1家机构卖出，成功率17.70%,181.06,-13.327,-15518429.43,50250515.82,65768945.25,116019461.07,538921000.0,-2.87953696924,21.528101719918,48.1994,1042905600.0,当日换手率达到20%的前5只股票,,,,
89,920357,雅葆轩,2026-06-09,买一主买，成功率21.99%,24.41,29.9787,-22298835.68,35714614.7,58013450.38,93728065.08,295199400.0,-7.553821477957,31.750764086919,20.3796,1536753030.8,当日收盘价涨幅达到20%的前5只股票,,,,
90,920394,民士达,2026-06-09,普通席位买入，成功率48.01%,76.71,29.9949,28503385.17,143565618.45,115062233.28,258627851.73,779479300.0,3.656721245837,33.179566375913,8.0524,11136206408.52,当日收盘价涨幅达到20%的前5只股票,,,,
91,920394,民士达,2026-06-09,普通席位买入，成功率48.01%,76.71,29.9949,28503385.17,143565618.45,115062233.28,258627851.73,779479300.0,3.656721245837,33.179566375913,8.0524,11136206408.52,当日价格振幅达到30%的前5只股票,,,,
92,920394,民士达,2026-06-09,普通席位买入，成功率46.07%,76.71,29.9949,11509519.8,193913883.58,182404363.78,376318247.36,1306709000.0,0.88080206075,28.798932842737,8.0524,11136206408.52,北交所股票最近3个有成交的交易日以内收盘价涨跌幅偏离值累计达到+40%(-40%),,,,
93,920578,巨能股份,2026-06-09,西藏自治区资金买入，成功率22.48%,23.13,1.6703,-10009412.7,25082877.5,35092290.2,60175167.7,255615900.0,-3.915802068651,23.541245947533,28.9457,821138569.47,当日换手率达到20%的前5只股票,,,,
