序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
58,118018,瑞科转债,2026-06-10,,189.998,10.2742,1022990.0,2709811910.0,2708788920.0,5418600830.0,11464148320.0,0.008923384201,47.265620425958,,,连续3个交易日内日收盘价格涨幅偏离值达到30%的可转债,,,,
65,300264,佳创视讯,2026-06-10,3家机构买入，成功率28.18%,9.34,20.0514,35923783.13,91094983.28,55171200.15,146266183.43,403218325.0,8.909263518715,36.274686531174,12.4383,3459409471.02,日涨幅达到15%的前5只证券,,,,
66,300400,劲拓股份,2026-06-10,2家机构买入，成功率21.00%,38.58,9.6023,82605928.6799999,765878803.0,683272874.32,1449151677.32,3509842874.0,2.353550618802,41.288220850424,15.5625,9329184120.0,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,
67,300411,金盾股份,2026-06-10,4家机构买入，成功率44.14%,11.02,10.2,86168454.13,206222290.0,120053835.87,326276125.87,1035749816.0,8.319427413734,31.501441837572,19.4869,3406452810.0,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,
69,300721,怡达股份,2026-06-10,3家机构买入，成功率31.34%,35.83,19.9933,98038551.9,211718227.58,113679675.68,325397903.26,973672338.0,10.068947023942,33.419651617955,21.6698,4957140300.27,日涨幅达到15%的前5只证券,,,,
73,301195,北路智控,2026-06-10,4家机构买入，成功率35.13%,35.39,2.7286,59256414.94,147089825.63,87833410.69,234923236.32,906212117.0,6.538912229089,25.923647666256,10.7597,3103343012.92,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,
74,301282,金禄电子,2026-06-10,1家机构卖出，成功率28.61%,26.87,-16.5528,23769107.96,69302009.2,45532901.24,114834910.44,684078131.0,3.474618889695,16.786812095883,13.3822,4744647501.25,日跌幅达到15%的前5只证券,,,,
75,301302,华如科技,2026-06-10,5家机构买入,32.37,6.166,-55173640.14,230274691.81,285448331.95,515723023.76,2277107597.0,-2.422970272142,22.648162275663,21.6656,4499106300.0,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,
76,301313,凡拓数创,2026-06-10,5家机构买入，成功率26.35%,69.51,7.5507,-37942505.87,175928520.52,213871026.39,389799546.91,2182798956.0,-1.738250138232,17.85778510836,41.3112,5460254827.65,日换手率达到30%的前5只证券,,,,
78,301418,协昌科技,2026-06-10,普通席位买入，成功率20.77%,49.28,1.1702,-8430547.19,28514336.55,36944883.74,65459220.29,431983060.0,-1.951592080949,15.153191490889,30.1356,1450622539.52,日换手率达到30%的前5只证券,,,,
81,301630,同宇新材,2026-06-10,2家机构买入，成功率18.38%,299.5,8.2517,-103113337.42,160236284.12,263349621.54,423585905.66,1265344760.0,-8.149031053007,33.475928383344,42.1523,2995000000.0,日换手率达到30%的前5只证券,,,,
83,301666,大普微,2026-06-10,西藏自治区资金卖出，成功率37.68%,646.0,-15.6658,158779305.67,496076101.91,337296796.24,833372898.15,5396256800.0,2.942397138513,15.443536678054,29.4971,17129557578.0,日跌幅达到15%的前5只证券,,,,
85,600162,香江控股,2026-06-10,普通席位卖出，成功率29.90%,3.29,-10.1093,-25532831.43,106131547.0,131664378.43,237795925.43,1275454105.0,-2.001862029367,18.644020549058,11.0102,10753161421.38,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,
86,600162,香江控股,2026-06-10,普通席位卖出，成功率29.90%,3.29,-10.1093,-25532831.43,106131547.0,131664378.43,237795925.43,1275454105.0,-2.001862029367,18.644020549058,11.0102,10753161421.38,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,
88,600180,*ST瑞茂,2026-06-10,西藏自治区资金卖出，成功率33.31%,1.35,-4.9296,-1881573.0,16030151.0,17911724.0,33941875.0,166678482.0,-1.128863772589,20.3636813779,2.2256,1466947076.4,ST、*ST证券连续三个交易日内收盘价格跌幅偏离值累计达到12%的证券,,,,
91,600193,退市创兴,2026-06-10,卖一主卖，成功率33.44%,0.15,-11.7647,-813617.99,2412159.75,3225777.74,5637937.49,16110905.0,-5.050107303097,34.994542454319,15.5134,63805950.0,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,,,,
92,600193,退市创兴,2026-06-10,卖一主卖，成功率34.27%,0.15,-11.7647,-416726.77,2178846.75,2595573.52,4774420.27,10126398.0,-4.115251741044,47.148258146678,15.5134,63805950.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,
93,600193,退市创兴,2026-06-10,卖一主卖，成功率34.27%,0.15,-11.7647,-416726.77,2178846.75,2595573.52,4774420.27,10126398.0,-4.115251741044,47.148258146678,15.5134,63805950.0,退市整理的证券,,,,
97,600229,城市传媒,2026-06-10,普通席位买入，成功率37.29%,6.13,10.0539,-5509239.26,34488764.0,39998003.26,74486767.26,113803197.0,-4.841023279864,65.452262522994,2.8192,4050138715.92,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
98,600255,鑫科材料,2026-06-10,卖一主卖，成功率45.75%,4.01,-10.0897,50399974.02,159437708.36,109037734.34,268475442.7,1249146929.0,4.034751465174,21.492703257489,16.8667,7242649289.55,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,
100,600279,重庆港,2026-06-10,卖一主卖，成功率57.40%,4.51,-9.98,-13545083.95,80722502.12,94267586.07,174990088.19,628976431.0,-2.153512163956,27.821406266652,4.4176,5352766936.33,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,,,,
102,600421,退市华嵘,2026-06-10,卖一主卖，成功率17.99%,0.27,-10.0,-2466576.32,2745651.0,5212227.32,7957878.32,12987625.0,-18.991742678126,61.272775584451,7.2894,52812000.0,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,,,,
103,600421,退市华嵘,2026-06-10,卖一主卖，成功率23.95%,0.27,-10.0,-896681.61,1148809.0,2045490.61,3194299.61,3892988.0,-23.033248753913,82.052644652385,7.2894,52812000.0,退市整理的证券,,,,
105,600500,中化国际,2026-06-10,买一主买，成功率57.24%,6.55,10.084,99307443.95,192470303.45,93162859.5,285633162.95,447327288.0,22.200175713403,63.853283851085,0.8761,23503406284.65,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
106,600500,中化国际,2026-06-10,普通席位买入，成功率57.37%,6.55,10.084,15617885.5,71626870.0,56008984.5,127635854.5,205924402.0,7.58428109943,61.981898823239,0.8761,23503406284.65,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
107,600592,龙溪股份,2026-06-10,卖一主卖，成功率43.84%,18.23,-10.0197,-20261020.0,20728939.0,40989959.0,61718898.0,360228650.0,-5.624488779557,17.133256335941,4.7746,7283861599.33,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,
108,600599,退市熊猫,2026-06-10,卖一主卖，成功率37.55%,0.4,-6.9767,-492564.88,846799.0,1339363.88,2186162.88,2410210.0,-20.436595981263,90.704249007348,3.6128,66400000.0,退市整理的证券,,,,
110,600608,退市沪科,2026-06-10,卖一主卖，成功率38.84%,0.17,-5.5556,-141490.0,1239882.0,1381372.0,2621254.0,5046601.0,-2.803669241931,51.940979681176,9.2996,54123144.97,退市整理的证券,,,,
114,600636,退市国化,2026-06-10,卖一主卖，成功率29.90%,1.54,-9.9415,951795.630000001,9833890.55,8882094.92,18715985.47,34803015.0,2.734807975688,53.776908322454,5.0458,675500675.08,退市整理的证券,,,,
117,600665,天地源,2026-06-10,普通席位买入，成功率46.93%,3.7,10.119,-8499973.12,44480983.2,52980956.32,97461939.52,223022646.0,-3.811260099569,43.70046776326,7.2142,3197253327.7,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
118,600667,太极实业,2026-06-10,买一主买，成功率46.96%,15.92,1.9859,78094576.1,502252486.21,424157910.11,926410396.32,5291418796.0,1.475872145275,17.50778821401,16.359,33297351473.76,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,
119,600696,退市岩石,2026-06-10,普通席位卖出，成功率34.44%,0.59,-9.2308,37959.0,670349.0,632390.0,1302739.0,1798184.0,2.11096306051,72.447480346839,0.8994,197336964.29,退市整理的证券,,,,
121,600732,爱旭股份,2026-06-10,1家机构买入，成功率50.49%,12.07,10.0273,8520321.25999999,135835157.54,127314836.28,263149993.82,725347273.0,1.174654069458,36.279173247819,3.0608,25340490685.21,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
122,600981,苏豪汇鸿,2026-06-10,买一主买，成功率50.17%,2.71,10.1626,43653340.5,58962886.0,15309545.5,74272431.5,154363288.0,28.279613025605,48.115346895176,2.6503,6076993950.32,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
123,603002,宏昌电子,2026-06-10,上海资金买入，成功率47.44%,18.25,10.006,561611369.96,1048965426.96,487354057.0,1536319483.96,4843170410.0,11.595944854643,31.72135923171,17.5994,20696932789.25,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
127,603065,宿迁联盛,2026-06-10,普通席位买入，成功率44.85%,11.44,10.0,20606064.96,53422720.0,32816655.04,86239375.04,98894666.0,20.836376513977,87.20326234784,0.877,4792989023.68,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
130,603272,*ST联翔,2026-06-10,西藏自治区资金卖出，成功率35.75%,37.38,-5.0064,-9900041.21,19167165.79,29067207.0,48234372.79,206646949.0,-4.790799601885,23.341439601898,0.1374,3873577260.0,ST、*ST证券连续三个交易日内收盘价格跌幅偏离值累计达到12%的证券,,,,
131,603319,美湖股份,2026-06-10,卖一主卖，成功率39.47%,33.57,-10.0,112697651.78,729595704.83,616898053.05,1346493757.88,4204584531.0,2.680351672064,32.024418773185,13.3452,11385254690.46,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,,,,
133,603330,天洋新材,2026-06-10,普通席位买入，成功率46.64%,9.0,5.51,-53590372.65,97685624.45,151275997.1,248961621.55,995670554.0,-5.382339814581,25.004417430025,27.5394,3660419070.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,
138,603435,嘉德利,2026-06-10,普通席位卖出，成功率53.93%,70.27,-10.0026,343733.140000001,44126573.87,43782840.73,87909414.6,605624047.0,0.056756851334,14.51550925619,23.4625,2507763576.34,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,
139,603459,红板科技,2026-06-10,1家机构卖出，成功率49.90%,83.89,-9.9989,-215184319.08,91595768.32,306780087.4,398375855.72,1549627915.0,-13.886192743243,25.707839402209,22.7182,6631660367.62,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,
141,603616,韩建河山,2026-06-10,普通席位买入，成功率50.47%,7.29,0.0,-10681925.79,72555037.0,83236962.79,155791999.79,944082384.0,-1.131461191421,16.501949663537,31.9117,2801495970.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,
146,603890,春秋电子,2026-06-10,西藏自治区资金卖出，成功率36.39%,23.6,-7.1962,87805977.05,530143751.56,442337774.51,972481526.07,6444295814.0,1.362537965114,15.090578616167,18.4052,10545201168.8,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,,,,
148,605006,山东玻纤,2026-06-10,普通席位买入，成功率46.78%,21.07,10.0261,184210936.2,407957937.6,223747001.4,631704939.0,2637968220.0,6.983061236424,23.94664705248,15.0065,13239547012.02,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
149,605018,长华集团,2026-06-10,卖一主卖，成功率44.33%,17.79,-10.0152,-26849387.21,59853616.79,86703004.0,146556620.79,553077061.0,-4.854547241835,26.498408833846,6.3198,8362470457.47,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,
150,605018,长华集团,2026-06-10,卖一主卖，成功率44.33%,17.79,-10.0152,-26849387.21,59853616.79,86703004.0,146556620.79,553077061.0,-4.854547241835,26.498408833846,6.3198,8362470457.47,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,
151,605081,退市太和,2026-06-10,普通席位卖出，成功率33.33%,0.4,-9.0909,-305503.55,1239901.0,1545404.55,2785305.55,3834512.0,-7.967208082802,72.637810235044,8.3454,45298828.8,退市整理的证券,,,,
153,605318,法狮龙,2026-06-10,普通席位买入，成功率49.92%,116.56,10.0038,13530582.0,193585598.0,180055016.0,373640614.0,963630751.0,1.404125178234,38.774251819201,3.3264,14654975503.68,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
154,605589,圣泉集团,2026-06-10,普通席位买入，成功率52.84%,60.1,9.9927,95457979.28,286638188.0,191180208.72,477818396.72,1485447002.0,6.426212389367,32.166640484424,2.1115,50839731779.8,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
155,688056,莱伯泰科,2026-06-10,普通席位买入，成功率63.90%,61.1,17.5,18481369.45,61806031.44,43324661.99,105130693.43,386611500.0,4.78034653651,27.192852108641,10.2657,4121345306.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,,,,
157,688143,长盈通,2026-06-10,2家机构买入，成功率16.86%,191.24,0.7056,0.0,43932944300.0,43932944300.0,87865888600.0,43932944300.0,0.0,200.0,7.6765,23402885228.24,有价格涨跌幅限制的连续30个交易日内收盘价格涨幅偏离值累计达到200%的证券,,,,
160,688216,气派科技,2026-06-10,普通席位买入，成功率43.74%,38.32,20.0125,-30961853.07,65648239.09,96610092.16,162258331.25,388838300.0,-7.962655188545,41.72899923953,9.8573,4078507233.52,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,,,,
161,688323,瑞华泰,2026-06-10,普通席位买入，成功率46.34%,39.9,11.5772,-59938849.72,257338702.51,317277552.23,574616254.74,2642765100.0,-2.268035464824,21.742993909674,17.4654,7182070862.4,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,,,,
163,688456,有研粉材,2026-06-10,1家机构买入，成功率45.23%,115.98,20.0,42193647.77,720335166.25,678141518.48,1398476684.73,4016654400.0,1.050467467901,34.816953251691,17.5782,12022486800.0,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,,,,
164,688456,有研粉材,2026-06-10,2家机构买入，成功率44.58%,115.98,20.0,17117152.93,341155545.76,324038392.83,665193938.59,1939859900.0,0.882391193818,34.290823713094,17.5782,12022486800.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,,,,
165,688485,九州一轨,2026-06-10,普通席位买入，成功率52.95%,56.83,19.9958,62492790.76,144590071.42,82097280.66,226687352.08,675421300.0,9.252416345176,33.562363532213,14.6193,5044115889.74,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,,,,
166,688549,中巨芯,2026-06-10,买一主买，成功率46.70%,25.05,10.5472,-119269399.44,488311994.42,607581393.86,1095893388.28,4491635200.0,-2.655367012887,24.398539495817,30.8232,14762440950.0,有价格涨跌幅限制的日换手率达到30%的前五只证券,,,,
169,688662,富信科技,2026-06-10,普通席位买入，成功率48.37%,112.24,20.0043,-1745550.34999999,133356251.78,135101802.13,268458053.91,1141435200.0,-0.152925926062,23.519342483042,12.6603,9904057600.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,,,,
170,688662,富信科技,2026-06-10,上海资金买入，成功率45.55%,112.24,20.0043,38666085.17,255120482.0,216454396.83,471574878.83,1943276200.0,1.989736979746,24.267002232107,12.6603,9904057600.0,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,,,,
172,688783,西安奕材,2026-06-10,上海资金买入，成功率45.59%,46.6,12.751,-3593612.04999995,565819046.62,569412658.67,1135231705.29,3813296200.0,-0.094238995911,29.770352098271,29.2722,8629273830.0,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,,,,
174,688786,悦安新材,2026-06-10,1家机构买入，成功率45.58%,46.9,10.7438,15426495.11,328406883.34,312980388.23,641387271.57,2535752300.0,0.608359700985,25.29376672832,11.8515,8093064187.6,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,,,,
175,900924,上工B股,2026-06-10,买一主买，成功率40.00%,0.307,5.4983,38924.99,128681.19,89756.2,218437.39,303674.0,12.818018664752,71.93154171908,0.4093,4039822799.75,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
176,900946,天雁B股,2026-06-10,普通席位买入，成功率33.31%,0.191,5.5249,23875.62,139018.97,115143.35,254162.32,334978.0,7.127518822132,75.874332045687,0.7676,5740828943.26,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
178,920091,大鹏工业,2026-06-10,1家机构买入，成功率40.12%,52.1,15.5211,16112257.74,36127313.46,20015055.72,56142369.18,207699100.0,7.757500027684,27.030627085048,29.4522,755460420.0,当日换手率达到20%的前5只股票,,,,
179,920161,龙辰科技,2026-06-10,1家机构卖出，成功率27.00%,44.76,-12.2525,-20470164.01,43675025.18,64145189.19,107820214.37,714085200.0,-2.866627681123,15.099068622344,42.6253,1651592078.4,当日换手率达到20%的前5只股票,,,,
181,920206,彩客科技,2026-06-10,1家机构卖出，成功率23.34%,75.56,-17.8696,-2287262.27,52124321.31,54411583.58,106535904.89,524936600.0,-0.435721622383,20.295004175742,46.0111,1077170665.92,当日换手率达到20%的前5只股票,,,,
183,920211,新睿电子,2026-06-10,1家机构卖出，成功率31.53%,146.04,-19.3417,-17633285.88,38006321.81,55639607.69,93645929.5,396415100.0,-4.448187236056,23.623199393767,43.4258,841190400.0,当日换手率达到20%的前5只股票,,,,
185,920271,邦德股份,2026-06-10,买一主买，成功率35.05%,14.79,29.9649,-29991996.41,27585902.25,57577898.66,85163800.91,201854100.0,-14.8582547543,42.190770913249,24.4921,856199474.49,当日收盘价涨幅达到20%的前5只股票,,,,
186,920357,雅葆轩,2026-06-10,主力做T，成功率28.70%,22.1,-9.4633,-12515099.74,37240963.89,49756063.63,86997027.52,444702300.0,-2.814264675492,19.56298123936,28.8276,1391324948.0,当日换手率达到20%的前5只股票,,,,
188,920394,民士达,2026-06-10,1家机构卖出，成功率33.89%,61.17,-20.2581,-7012747.03,115017317.73,122030064.76,237047382.49,723077300.0,-0.969847487952,32.783131553155,7.616,8880220910.04,当日收盘价跌幅达到-20%的前5只股票,,,,
192,920471,美邦科技,2026-06-10,1家机构买入，成功率50.06%,14.64,17.2138,4305457.93,19143281.38,14837823.45,33981104.83,156333200.0,2.75402661111,21.736332928642,20.1076,776368086.48,当日价格振幅达到30%的前5只股票,,,,
