序号,交易营业部名称,买入金额,买入金额-占总成交比例,卖出金额,卖出金额-占总成交比例,净额,类型,代码,名称
1,中国银河证券股份有限公司北京学院南路证券营业部,,,14841999.49,0.082023271399,-14841999.49,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,603721,中广天择
2,中信证券股份有限公司北京安外大街证券营业部,,,8980821.0,0.049631878694,-8980821.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,603721,中广天择
3,中国银河证券股份有限公司青田临江东路证券营业部,,,4719892.0,0.026084152796,-4719892.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,603721,中广天择
4,国金证券股份有限公司上海奉贤区金碧路证券营业部,,,3535706.0,0.019539831747,-3535706.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,603721,中广天择
5,中信证券股份有限公司海宁海昌南路证券营业部,,,3020587.0,0.016693062646,-3020587.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,603721,中广天择
1,沪股通专用,312751888.76,0.080232447782,,,312751888.76,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,603800,洪田股份
2,长城证券股份有限公司深圳分公司,136054621.78,0.034903051683,,,136054621.78,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,603800,洪田股份
3,国泰海通证券股份有限公司总部,118968061.18,0.030519715786,,,118968061.18,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,603800,洪田股份
4,长江证券股份有限公司西安太白北路证券营业部,100614105.0,0.025811245961,,,100614105.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,603800,洪田股份
5,高盛(中国)证券有限责任公司上海浦东新区世纪大道证券营业部,95834366.2,0.024585065856,,,95834366.2,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,603800,洪田股份
1,沪股通专用,,,284344993.74,0.072945026656,-284344993.74,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,603800,洪田股份
2,国泰海通证券股份有限公司总部,,,130859374.0,0.03357027813,-130859374.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,603800,洪田股份
3,高盛(中国)证券有限责任公司上海浦东新区世纪大道证券营业部,,,86636398.6,0.022225446357,-86636398.6,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,603800,洪田股份
4,华泰证券股份有限公司总部,,,65980859.0,0.016926535105,-65980859.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,603800,洪田股份
