序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
57,600193,退市创兴,2026-06-08,卖一主卖，成功率22.32%,0.19,-91.2442,205665.76,3126820.78,2921155.02,6047975.8,19376557,1.061415400063,31.212850662788,23.2258,80820870.0,退市整理的证券,-10.52631579,,,
58,600193,退市创兴,2026-06-08,卖一主卖，成功率22.32%,0.19,-91.2442,205665.76,3126820.78,2921155.02,6047975.8,19376557,1.061415400063,31.212850662788,23.2258,80820870.0,无价格涨跌幅限制的证券,-10.52631579,,,
59,600243,*ST海华,2026-06-08,普通席位买入，成功率47.03%,4.18,4.7619,4304491.1,20583139.1,16278648.0,36861787.1,116361835,3.699229304866,31.678588688465,3.693,1834393000.0,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,1.19617225,,,
60,600255,鑫科材料,2026-06-08,普通席位买入，成功率47.09%,4.61,2.6726,-42191857.62,216599788.85,258791646.47,475391435.32,2276126826,-1.853669010797,20.88598183061,27.4945,8326337462.55,有价格涨跌幅限制的日换手率达到20%的前五只证券,-3.2537961,,,
61,600293,三峡新材,2026-06-08,西藏自治区资金买入，成功率35.54%,4.13,4.2929,-315044.890000001,89623794.15,89938839.04,179562633.19,1440299063,-0.021873574599,12.467038117486,30.2261,4791399039.98,有价格涨跌幅限制的日换手率达到20%的前五只证券,-2.42130751,,,
62,600378,昊华科技,2026-06-08,买一主买，成功率46.75%,50.22,7.7682,-836845529.15,1193247171.46,2030092700.61,3223339872.07,11352738809,-7.371309630471,28.392618964462,9.5134,53864232529.86,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,5.13739546,,,
63,600382,广东明珠,2026-06-08,普通席位卖出，成功率46.77%,8.71,-10.0207,-16242578.33,65784344.12,82026922.45,147811266.57,614036177,-2.645215206921,24.072077852507,9.7308,6048294455.19,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-3.673938,,,
64,600403,大有能源,2026-06-08,买一主买，成功率25.73%,8.95,9.9509,-10782866.43,260452508.28,271235374.71,531687882.99,3569554224,-0.302078796212,14.895077917998,9.0195,21397770997.9,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-9.94413408,,,
65,600421,退市华嵘,2026-06-08,普通席位卖出，成功率32.64%,0.33,-8.3333,-239711.22,1486243.0,1725954.22,3212197.22,4317389,-5.552226588802,74.401385189058,6.6055,64548000.0,退市整理的证券,-9.09090909,,,
66,600488,津药药业,2026-06-08,普通席位买入，成功率50.14%,5.69,10.058,155814439.0,182893212.0,27078773.0,209971985.0,522355012,29.82922254415,40.197180112441,8.6382,6212835209.2,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-4.56942004,,,
67,600552,凯盛科技,2026-06-08,买一主买，成功率48.16%,22.05,1.5661,-66389747.28,1261223744.67,1327613491.95,2588837236.62,10107809911,-0.656816341666,25.612246959677,22.5019,20828582012.7,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3.1292517,,,
68,600552,凯盛科技,2026-06-08,买一主买，成功率46.40%,22.05,1.5661,-393684911.32,488754065.48,882438976.8,1371193042.28,4764924849,-8.262143135429,28.776803113018,22.5019,20828582012.7,有价格涨跌幅限制的日换手率达到20%的前五只证券,3.1292517,,,
69,600599,退市熊猫,2026-06-08,普通席位卖出，成功率54.81%,0.47,-6.0,-302445.0,1195841.0,1498286.0,2694127.0,3119173,-9.696320146398,86.373118772187,3.9355,78020000.0,退市整理的证券,-8.5106383,,,
70,600608,退市沪科,2026-06-08,普通席位卖出，成功率33.55%,0.2,-90.3382,1591089.15,4394033.7,2802944.55,7196978.25,16503333,9.641017060008,43.609240933332,24.8492,63674288.2,退市整理的证券,-10.0,,,
71,600608,退市沪科,2026-06-08,普通席位卖出，成功率33.55%,0.2,-90.3382,1591089.15,4394033.7,2802944.55,7196978.25,16503333,9.641017060008,43.609240933332,24.8492,63674288.2,无价格涨跌幅限制的证券,-10.0,,,
72,600636,退市国化,2026-06-08,卖一主卖，成功率37.56%,1.9,-0.5236,3053546.75,11389801.94,8336255.19,19726057.13,27699520,11.023825503113,71.214436676159,3.3002,833409923.8,退市整理的证券,-10.0,,,
73,600696,退市岩石,2026-06-08,西藏自治区资金买入，成功率16.24%,0.72,5.8824,339606.51,1442819.49,1103212.98,2546032.47,3603160,9.425240899655,70.661099423839,1.4849,240817990.32,退市整理的证券,-9.72222222,,,
74,600825,新华传媒,2026-06-08,买一主买，成功率47.04%,5.45,10.101,42882990.0,71924152.0,29041162.0,100965314.0,153331040,27.967585689108,65.847928769022,2.7902,5694638782.5,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-3.66972477,,,
75,603045,福达合金,2026-06-08,1家机构买入，成功率38.39%,90.0,7.9007,-157097873.09,164977467.48,322075340.57,487052808.05,1832307463,-8.573772484274,26.581390835606,15.6493,12190063950.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-0.88888889,,,
76,603045,福达合金,2026-06-08,买一主买，成功率46.64%,90.0,7.9007,-237065616.11,497152309.06,734217925.17,1231370234.23,5045453236,-4.698599016209,24.405542507936,15.6493,12190063950.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-0.88888889,,,
77,603067,振华股份,2026-06-08,2家机构卖出，成功率31.92%,32.65,-10.0055,-63040077.1,304350861.58,367390938.68,671741800.26,1335118752,-4.721683146579,50.313262341176,5.2697,24667904440.6,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,5.4517611,,,
78,603078,江化微,2026-06-08,1家机构买入，成功率46.42%,42.84,3.0799,70076587.6800001,1137584788.42,1067508200.74,2205092989.16,7209902256,0.971949205299,30.584228618702,18.681,16520699704.32,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,6.0690943,,,
79,603135,中重科技,2026-06-08,1家机构买入，成功率46.42%,15.43,9.9786,-126077081.34,146582999.97,272660081.31,419243081.28,1583991306,-7.959455387314,26.46751151297,11.9808,9713772574.4,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2.39792612,,,
80,603186,华正新材,2026-06-08,买一主买，成功率48.20%,136.03,10.0032,164643906.37,685574452.72,520930546.35,1206504999.07,3267391662,5.039001240189,36.925631325492,15.7409,21328214163.54,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,9.9977946,,,
81,603206,嘉环科技,2026-06-08,普通席位买入，成功率42.76%,17.0,10.0324,31742887.0,39194135.0,7451248.0,46645383.0,102227213,31.051308226509,45.629125191939,2.008,5188399796.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,5.47058824,,,
82,603267,鸿远电子,2026-06-08,4家机构卖出，成功率46.80%,67.32,-10.0,43006432.03,214552256.89,171545824.86,386098081.75,1382709827,3.110300598883,27.923290498897,8.6571,15556365649.44,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,4.38205585,,,
83,603278,大业股份,2026-06-08,买一主买，成功率46.66%,14.14,10.0389,27215430.38,113052379.0,85836948.62,198889327.62,772857256,3.521404524408,25.734290009694,16.9112,4832477802.88,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-4.45544554,,,
84,603278,大业股份,2026-06-08,买一主买，成功率46.66%,14.14,10.0389,27215430.38,113052379.0,85836948.62,198889327.62,772857256,3.521404524408,25.734290009694,16.9112,4832477802.88,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-4.45544554,,,
85,603330,天洋新材,2026-06-08,普通席位卖出，成功率47.18%,7.75,-9.9884,34409205.28,78999835.85,44590630.57,123590466.42,719577735,4.781860750597,17.175415581751,22.3793,3152027532.5,有价格涨跌幅限制的日换手率达到20%的前五只证券,10.06451613,,,
86,603435,嘉德利,2026-06-08,普通席位卖出，成功率46.41%,76.48,-7.9774,44079482.83,97533619.67,53454136.84,150987756.51,667998541,6.598739387067,22.603006929322,23.9536,2729383212.16,有价格涨跌幅限制的日换手率达到20%的前五只证券,2.09205021,,,
87,603629,利通电子,2026-06-08,普通席位卖出，成功率43.68%,162.34,-10.0011,27218541.4,98563662.0,71345120.6,169908782.6,1311496678,2.075380125362,12.955334576913,3.1265,41888752540.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-1.00406554,,,
88,603669,灵康药业,2026-06-08,普通席位买入，成功率37.25%,4.48,10.0737,5990181.1,44306533.1,38316352.0,82622885.1,182851779,3.275976385223,45.185715748492,5.8453,3191239488.64,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,4.6875,,,
89,603678,火炬电子,2026-06-08,3家机构卖出，成功率45.57%,56.68,-10.0032,187992051.88,665365753.48,477373701.6,1142739455.08,3834039972,4.90323661863,29.805100192628,13.419,26955116645.08,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,5.18701482,,,
90,603678,火炬电子,2026-06-08,3家机构卖出，成功率45.57%,56.68,-10.0032,187992051.88,665365753.48,477373701.6,1142739455.08,3834039972,4.90323661863,29.805100192628,13.419,26955116645.08,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,5.18701482,,,
91,603823,百合花,2026-06-08,买一主买，成功率47.20%,32.58,9.9932,39500573.2,251009323.62,211508750.42,462518074.04,1422801231,2.776253797042,32.507567744718,6.3704,13565259796.32,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,8.28729282,,,
92,603843,*ST正平,2026-06-08,西藏自治区资金买入，成功率36.36%,8.43,4.9813,8237676.05,31472421.0,23234744.95,54707165.95,228897044,3.598856457928,23.900337459142,1.4518,5897823887.91,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,-2.01660735,,,
93,603859,能科科技,2026-06-08,普通席位买入，成功率49.22%,49.87,9.9912,113336939.43,426213563.76,312876624.33,739090188.09,3009433221,3.766055968251,24.55911574753,15.9812,12203074348.87,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,6.36801976,,,
94,603929,亚翔集成,2026-06-08,1家机构买入，成功率47.56%,187.1,10.0006,-24538977.5599999,721633517.96,746172495.52,1467806013.48,3920878594,-0.625854052139,37.435640464006,4.7405,39919656000.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,10.0,,,
95,605081,退市太和,2026-06-08,普通席位卖出，成功率41.20%,0.4,-92.0477,1761036.5,4102067.94,2341031.44,6443099.38,10479438,16.804684564191,61.483253014141,22.0535,45298828.8,退市整理的证券,10.0,,,
96,605081,退市太和,2026-06-08,普通席位卖出，成功率41.20%,0.4,-92.0477,1761036.5,4102067.94,2341031.44,6443099.38,10479438,16.804684564191,61.483253014141,22.0535,45298828.8,无价格涨跌幅限制的证券,10.0,,,
97,688017,绿的谐波,2026-06-08,买一主买，成功率45.76%,428.25,8.9695,-515384682.85,1922845459.51,2438230142.36,4361075601.87,19878862300,-2.592626655752,21.938255500014,15.8407,78511126031.25,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,-1.88674839,,,
98,688083,中望软件,2026-06-08,1家机构买入，成功率44.77%,66.71,20.0036,120632810.64,263629747.36,142996936.72,406626684.08,1250283300,9.648438129182,32.52276376722,9.5862,11317101070.66,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2.20356768,,,
99,688083,中望软件,2026-06-08,1家机构买入，成功率44.77%,66.71,20.0036,135564601.14,245166815.81,109602214.67,354769030.48,1033688000,13.114653661453,34.320707068284,9.5862,11317101070.66,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2.20356768,,,
100,688146,中船特气,2026-06-08,普通席位买入，成功率47.08%,252.18,9.1169,392147057.57,2415030873.24,2022883815.67,4437914688.91,16382886700,2.393638341954,27.088722336766,17.1441,36558746935.56,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,-0.53929733,,,
101,688146,中船特气,2026-06-08,2家机构买入，成功率16.96%,252.18,9.1169,100.0,40159209000.0,40159208900.0,80318417900.0,40159208900,2.49009e-07,200.000000249009,17.1441,36558746935.56,有价格涨跌幅限制的连续10个交易日内收盘价格涨幅偏离值累计达到100%的证券,-0.53929733,,,
102,688207,格灵深瞳,2026-06-08,普通席位买入，成功率50.96%,17.44,20.0275,50123436.21,92653632.67,42530196.46,135183829.13,350532300,14.299234681084,38.565298869748,8.1925,4516491683.68,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,20.01146789,,,
